threshold,precision,recall
0.42410007575690006,0.5,1.0
0.42674738608262647,0.5217391304347826,1.0
0.4276300782716806,0.5454545454545454,1.0
0.43625094043275225,0.5714285714285714,1.0
0.44185107554118713,0.6,1.0
0.44776820585266924,0.631578947368421,1.0
0.45051901539788675,0.6666666666666666,1.0
0.4512476694294509,0.7058823529411765,1.0
0.46188065663086597,0.75,1.0
0.4650783757681252,0.8,1.0
0.46807502374051185,0.8571428571428571,1.0
0.4741117282368866,0.9230769230769231,1.0
0.5651171305097944,1.0,1.0
0.5686593462879296,1.0,0.9166666666666666
0.5816724414274027,1.0,0.8333333333333334
0.5821119657297059,1.0,0.75
0.5826647120764196,1.0,0.6666666666666666
0.5915190024891003,1.0,0.5833333333333334
0.593793229784453,1.0,0.5
0.5989200912732425,1.0,0.4166666666666667
0.6047556995674822,1.0,0.3333333333333333
0.60568119871142,1.0,0.25
0.6057792885751715,1.0,0.16666666666666666
0.608971874940288,1.0,0.08333333333333333
