precision,recall,threshold
0.5,1.0,0.44608838477557405
0.5217391304347826,1.0,0.44709144591913635
0.5454545454545454,1.0,0.4484116428038001
0.5714285714285714,1.0,0.4579177581795136
0.6,1.0,0.4628212518936331
0.631578947368421,1.0,0.46347964561325866
0.6666666666666666,1.0,0.4697657222706475
0.7058823529411765,1.0,0.4703429401751063
0.75,1.0,0.47625374762468714
0.8,1.0,0.48206155717085925
0.8571428571428571,1.0,0.4829093507679345
0.9230769230769231,1.0,0.4866621729027184
1.0,1.0,0.5593750700181879
1.0,0.9166666666666666,0.5618130586486054
1.0,0.8333333333333334,0.5723498273109793
1.0,0.75,0.5724001129214015
1.0,0.6666666666666666,0.5732149631137419
1.0,0.5833333333333334,0.5807440496741879
1.0,0.5,0.5809809301984272
1.0,0.4166666666666667,0.5856913531381263
1.0,0.3333333333333333,0.5909174723944232
1.0,0.25,0.5918748214532
1.0,0.16666666666666666,0.5930420433387231
1.0,0.08333333333333333,0.594437999986342
