threshold,precision,recall
0.22660321596392266,0.5,1.0
0.22858570658107658,0.5217391304347826,1.0
0.23292284312911615,0.6,1.0
0.23460615408120764,0.631578947368421,1.0
0.2383390514396402,0.6666666666666666,1.0
0.23919310557897175,0.7058823529411765,1.0
0.24073568340198084,0.75,1.0
0.2533193942186997,0.8,1.0
0.25599501888830106,0.8571428571428571,1.0
0.27243371408689415,0.9230769230769231,1.0
0.7096090230047443,1.0,1.0
0.7101896425376154,1.0,0.9166666666666666
0.7105763402175536,1.0,0.8333333333333334
0.7117345960995735,1.0,0.75
0.713658879780211,1.0,0.6666666666666666
0.7138508846170278,1.0,0.5
0.7174842730911852,1.0,0.4166666666666667
0.7178651041782771,1.0,0.3333333333333333
0.7209005052943316,1.0,0.25
0.722599095590898,1.0,0.16666666666666666
0.7254158808354129,1.0,0.08333333333333333
