threshold,precision,recall
0.22450502874339032,0.5,1.0
0.2264851374955173,0.5217391304347826,1.0
0.2308176153265109,0.7058823529411765,1.0
0.2403447470462293,0.75,1.0
0.2637725053947361,0.8,1.0
0.26790296846927003,0.8571428571428571,1.0
0.27537999692748,0.9230769230769231,1.0
0.7018254800685232,1.0,1.0
0.7185459140093559,1.0,0.9166666666666666
0.7187369526148722,1.0,0.8333333333333334
0.7193095946081711,1.0,0.75
0.7225410983666113,1.0,0.6666666666666666
0.7248083106017137,1.0,0.4166666666666667
0.7253733146382491,1.0,0.3333333333333333
0.7265011576282684,1.0,0.25
0.7276261080033276,1.0,0.16666666666666666
