source_file,start_s,end_s,pe,wpe,mpe_scale_1,mpe_scale_2,mpe_scale_3,basic_mean,basic_std,basic_rms,basic_max,basic_min,label
eruption.npy,0.0,10.0,0.8412553397594551,0.5781280780265202,0.8412553397594551,0.9771594538559463,0.9964816320608907,0.0009792596702826444,0.5688501072442309,0.5688509501277772,1.256607405478557,-1.1699241229213746,1.0
eruption.npy,5.0,15.0,0.8346179757030308,0.5713491083806391,0.8346179757030308,0.9829739775129944,0.9999259983670262,-0.010176796481098194,0.5527155538077213,0.5528092352770472,1.3127231901492669,-1.3618676047171758,1.0
eruption.npy,10.0,20.0,0.8345969332741313,0.563483743510198,0.8345969332741313,0.9779748004637002,0.9952611588016155,-6.874313735822568e-05,0.5409344499556127,0.540934454323627,1.3660048593734695,-1.3618676047171758,1.0
eruption.npy,15.0,25.0,0.836115019520364,0.5573018607267369,0.836115019520364,0.9773342923676892,0.9978852756543337,-0.00479211626391858,0.5470984343168696,0.5471194213425958,1.3660048593734695,-1.1939951084316778,1.0
eruption.npy,20.0,30.0,0.8457248402926235,0.5639696803921741,0.8457248402926235,0.9836702765412311,0.9965635922596321,-0.005717433234977797,0.5436695137359213,0.5436995762446846,1.180261561276806,-1.2273753183775926,1.0
eruption.npy,25.0,35.0,0.8499563019914841,0.5768120027087178,0.8499563019914841,0.9874022471443626,0.9966901594489996,0.0051166421742167715,0.5335895361442143,0.5336140675710648,1.180261561276806,-1.2273753183775926,1.0
eruption.npy,30.0,40.0,0.8440645036706916,0.5704020880692882,0.8440645036706916,0.983868398432434,0.9979864774891166,-0.00563141523262177,0.5563057404690274,0.5563342428040134,1.5123396937015596,-1.3588749804496187,1.0
eruption.npy,35.0,45.0,0.8405090190421217,0.5622804531277623,0.8405090190421217,0.9759304005871171,0.9946081980200038,-0.007121306018108008,0.5678552738995185,0.56789992524643,1.5123396937015596,-1.3588749804496187,1.0
eruption.npy,40.0,50.0,0.8425104145548256,0.5648657612958288,0.8425104145548256,0.9761958209315906,0.9976668161051864,-0.003895291163988624,0.5472279453009021,0.5472418089030655,1.2388351689311232,-1.2383209624835203,1.0
eruption.npy,45.0,55.0,0.8363715564078906,0.5714169109615603,0.8363715564078906,0.9776541148608482,0.994136097360495,-0.0049259923799470475,0.5470827336979673,0.5471049103338119,1.506464364480047,-1.1860327831621293,1.0
eruption.npy,50.0,60.0,0.8284276673675225,0.5713044136693809,0.8284276673675225,0.970359226702411,0.9910415483938912,-0.0005600951778690018,0.5646610175148609,0.5646612952979213,1.506464364480047,-1.35142919849557,1.0
eruption.npy,55.0,65.0,0.8318765920862995,0.5704732080916091,0.8318765920862995,0.9745545635176261,0.9939568143396209,-0.00314612576422838,0.5537570391751756,0.5537659763324047,1.1996725922903135,-1.35142919849557,1.0
eruption.npy,60.0,70.0,0.8406910783517224,0.570970525987355,0.8406910783517224,0.977569298221454,0.997719380244077,-0.006281120757600135,0.545613010720401,0.5456491637905734,1.1691257221213123,-1.177299647700337,1.0
eruption.npy,65.0,75.0,0.835442186727371,0.5675177690054409,0.835442186727371,0.9766591191928123,0.9981413118749362,-0.00035765539272124156,0.5687815691354049,0.5687816815839917,1.5964796725959591,-1.2114206872674271,1.0
eruption.npy,70.0,80.0,0.8317846861487237,0.5646399038878666,0.8317846861487237,0.9705648490406281,0.9921175633840387,-0.0016852608876675673,0.5779497144901447,0.5779521715362778,1.5964796725959591,-1.3734136339248664,1.0
eruption.npy,75.0,85.0,0.8378309148939828,0.5653482630767874,0.8378309148939828,0.9614274443988436,0.9867940686167409,-0.0059818766060842,0.5650865834994768,0.565118243997521,1.4250346266203178,-1.3734136339248664,1.0
eruption.npy,80.0,90.0,0.834849781436843,0.5602153438359745,0.834849781436843,0.9524508348377358,0.9877354855125533,6.036233083157327e-05,0.5743457503844616,0.574345753556428,1.3312853626671837,-1.3665320510480519,1.0
eruption.npy,85.0,95.0,0.8282012244502621,0.5502775331133227,0.8282012244502621,0.9483465156074292,0.9804168882347382,-0.003005247123754003,0.6045812626375345,0.6045887318191353,1.3256210696799926,-1.6185276785786504,1.0
eruption.npy,90.0,100.0,0.8133662424048994,0.5372716821277097,0.8133662424048994,0.9443896814012671,0.9676071367716284,-0.002459690999645062,0.6531435579718408,0.6531481894638682,1.860282045393684,-1.683627917424117,1.0
eruption.npy,95.0,105.0,0.7904410057672647,0.5156261179935382,0.7904410057672647,0.9116144638435808,0.9176824960977568,-0.0035730306479933916,0.7237737852653304,0.7237826046440439,1.860282045393684,-1.6897327842172138,1.0
