threshold,precision,recall
0.4220041805945348,0.5,1.0
0.42252122385379476,0.5217391304347826,1.0
0.42455234516114443,0.5454545454545454,1.0
0.4370124669541338,0.5714285714285714,1.0
0.4416593414167532,0.6,1.0
0.44308175332904853,0.631578947368421,1.0
0.4528881648890919,0.6666666666666666,1.0
0.4543318092551533,0.7058823529411765,1.0
0.4603663189354619,0.75,1.0
0.4669885331374663,0.8,1.0
0.46700144112631686,0.8571428571428571,1.0
0.47024964226500693,0.9230769230769231,1.0
0.5770036535275199,1.0,1.0
0.5785165631660173,1.0,0.9166666666666666
0.591401073302449,1.0,0.8333333333333334
0.5922789968727432,1.0,0.75
0.5929029311277887,1.0,0.6666666666666666
0.5999598453624616,1.0,0.5833333333333334
0.6028160374136404,1.0,0.5
0.6100443551500426,1.0,0.4166666666666667
0.6128674676430729,1.0,0.3333333333333333
0.6146075943814878,1.0,0.25
0.6153157172661569,1.0,0.16666666666666666
0.6198285951171918,1.0,0.08333333333333333
