precision,recall,threshold
0.5,1.0,0.23207989486411673
0.5217391304347826,1.0,0.23505960995020486
0.5454545454545454,1.0,0.23539232004084604
0.5714285714285714,1.0,0.23672641753653226
0.6,1.0,0.23722804682717408
0.631578947368421,1.0,0.2418095102362443
0.6666666666666666,1.0,0.2424203747527443
0.7058823529411765,1.0,0.24449832015976755
0.75,1.0,0.2548919668666356
0.8,1.0,0.25541920816731484
0.8571428571428571,1.0,0.2807343107167418
0.9230769230769231,1.0,0.304693756176485
1.0,1.0,0.6865006828353049
1.0,0.9166666666666666,0.6918095906472493
1.0,0.8333333333333334,0.695464656202758
1.0,0.6666666666666666,0.695582155305245
1.0,0.5833333333333334,0.6963648305542197
1.0,0.5,0.6972244609600811
1.0,0.4166666666666667,0.7001058063070505
1.0,0.3333333333333333,0.7009981600248392
1.0,0.25,0.7050525190923556
1.0,0.16666666666666666,0.7051678871635795
1.0,0.08333333333333333,0.7060131166397197
